Group,CIDOC_Class,Louvre_Raw_String,BM_Raw_String,Local_URI_Name,URI_Link,Match,Review
248,E4_Period,,Naqada III,Naqada III,,bm only,
249,E4_Period,,Predynastic,Predynastic,http://thot.philo.ulg.ac.be/concept/thot-126,bm only,
250,E4_Period,Qaa,,Qaa,http://thot.philo.ulg.ac.be/concept/thot-152,louvre only,
251,E4_Period,Semerkhet,,Semerkhet,http://thot.philo.ulg.ac.be/concept/thot-151,louvre only,
251,E4_Period,Semerkhet,,Semerkhet,http://thot.philo.ulg.ac.be/concept/thot-151,louvre only,
252,E4_Period,Âha,,Âha,http://thot.philo.ulg.ac.be/concept/thot-145,louvre only,
253,E53_Place,Abou Rawach,,Abou Rawach,http://www.wikidata.org/entity/Q335278,louvre only,
254,E53_Place,Abydos,Abydos,Abydos,http://www.wikidata.org/entity/Q192268,both datasets,
255,E53_Place,Afrique du Nord,,Afrique du Nord,http://www.wikidata.org/entity/Q27381,louvre only,
256,E53_Place,,Akhmim,Akhmim,http://www.wikidata.org/entity/Q340572,bm only,
257,E53_Place,,"Badari, el-","Badari, el-",http://www.wikidata.org/entity/Q5350647,bm only,
258,E53_Place,,"Ballas, el-","Ballas, el-",http://www.wikidata.org/entity/Q805157,bm only,
259,E53_Place,Basse Égypte,Lower Egypt,Basse Égypte,http://www.wikidata.org/entity/Q463871,both datasets,
260,E53_Place,cimetière M,,cimetière M,,louvre only,
261,E53_Place,,Edfu,Edfu,http://www.wikidata.org/entity/Q239107,bm only,
262,E53_Place,,Faras,Faras,http://www.wikidata.org/entity/Q584387,bm only,
263,E53_Place,,Gebelein,Gebelein,http://www.wikidata.org/entity/Q1496830,bm only,
264,E53_Place,Haute Égypte,Upper Egypt,Haute Égypte,http://www.wikidata.org/entity/Q203751,both datasets,
265,E53_Place,,Hierakonpolis,Hierakonpolis,http://www.wikidata.org/entity/Q278988,bm only,
266,E53_Place,,Hiw,Hiw,http://www.wikidata.org/entity/Q11925976,bm only,
267,E53_Place,Hélouan,,Hélouan,http://www.wikidata.org/entity/Q771345,louvre only,
268,E53_Place,,Kom el-Ahmar,Kom el-Ahmar,http://www.wikidata.org/entity/Q11938511,bm only,
269,E53_Place,Louvre-Lens,,Louvre-Lens,,louvre only,
270,E53_Place,,"Mahasna, el-","Mahasna, el-",http://www.wikidata.org/entity/Q135684926,bm only,
271,E53_Place,,Maidum,Maidum,http://www.wikidata.org/entity/Q1066424,bm only,
272,E53_Place,,Mostagedda,Mostagedda,http://www.wikidata.org/entity/Q3866147,bm only,
273,E53_Place,,Naqada,Naqada,http://www.wikidata.org/entity/Q959859,bm only,
274,E53_Place,non exposé,,non exposé,,louvre only,
275,E53_Place,,Not on display,Not on display,,bm only,
276,E53_Place,,Nubia,Nubia,http://www.wikidata.org/entity/Q135028,bm only,
277,E53_Place,Nécropole memphite,,Nécropole memphite,http://www.wikidata.org/entity/Q10334749,louvre only,
278,E53_Place,Oumm el-Qaab,Umm el-Qaab,Oumm el-Qaab,http://www.wikidata.org/entity/Q853955,both datasets,
279,E53_Place,,Qaw el-Kebir,Qaw el-Kebir,http://www.wikidata.org/entity/Q548283,bm only,
280,E53_Place,,Room 64 - Early Egypt,Room 64 - Early Egypt,,bm only,
281,E53_Place,,"Room 64 - Early Egypt, Display Case 1","Room 64 - Early Egypt, Display Case 1",,bm only,
282,E53_Place,,"Room 64 - Early Egypt, Display Case 10","Room 64 - Early Egypt, Display Case 10",,bm only,
283,E53_Place,,"Room 64 - Early Egypt, Display Case 12","Room 64 - Early Egypt, Display Case 12",,bm only,
284,E53_Place,,"Room 64 - Early Egypt, Display Case 3","Room 64 - Early Egypt, Display Case 3",,bm only,
285,E53_Place,,"Room 64 - Early Egypt, Display Case 4","Room 64 - Early Egypt, Display Case 4",,bm only,
286,E53_Place,,"Room 64 - Early Egypt, Display Case 5","Room 64 - Early Egypt, Display Case 5",,bm only,
287,E53_Place,,"Room 64 - Early Egypt, Display Case 6","Room 64 - Early Egypt, Display Case 6",,bm only,
288,E53_Place,,"Room 64 - Early Egypt, Display Case 7","Room 64 - Early Egypt, Display Case 7",,bm only,
289,E53_Place,,"Room 64 - Early Egypt, Display Case 8","Room 64 - Early Egypt, Display Case 8",,bm only,
290,E53_Place,,"Room 64 - Early Egypt, Display Case 9","Room 64 - Early Egypt, Display Case 9",,bm only,
291,E53_Place,,"Room 65 - Sudan, Egypt and Nubia, Dispaly Case 3","Room 65 - Sudan, Egypt and Nubia, Dispaly Case 3",,bm only,
292,E53_Place,Région memphite,Memphis,Région memphite,http://www.wikidata.org/entity/Q5715,both datasets,
293,E53_Place,,Saqqara,Saqqara,http://www.wikidata.org/entity/Q192134,bm only,
294,E53_Place,"Sully, [AE] Salle 329 - Les loisirs, Vitrine 7",,"Sully, [AE] Salle 329 - Les loisirs, Vitrine 7",,louvre only,
295,E53_Place,"Sully, [AE] Salle 329 - Les loisirs, Vitrine 8",,"Sully, [AE] Salle 329 - Les loisirs, Vitrine 8",,louvre only,
296,E53_Place,"Sully, [AE] Salle 334 - Matériaux et techniques, Vitrine 7",,"Sully, [AE] Salle 334 - Matériaux et techniques, Vitrine 7",,louvre only,
297,E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude",,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude",,louvre only,
298,E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude, Vitrine ge 1",,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude, Vitrine ge 1",,louvre only,
299,E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude, Vitrine ge 2",,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude, Vitrine ge 2",,louvre only,
300,E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Hors vitrine",,"Sully, [AE] Salle 634 - L'époque thinite, Hors vitrine",,louvre only,
301,E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 2",,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 2",,louvre only,
302,E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 3",,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 3",,louvre only,
303,E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 4",,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 4",,louvre only,
304,E53_Place,,Tarkhan,Tarkhan,http://www.wikidata.org/entity/Q115314,bm only,
305,E53_Place,,Tell el-Yahudiya,Tell el-Yahudiya,http://www.wikidata.org/entity/Q2372919,bm only,
306,E53_Place,,Temple of Osiris-Khentimentu,Temple of Osiris-Khentimentu,,bm only,
307,E53_Place,,Thebes,Thebes,http://www.wikidata.org/entity/Q5760,bm only,
308,E53_Place,,Tomb of Anedjib,Tomb of Anedjib,http://www.wikidata.org/entity/Q569861,bm only,
309,E53_Place,,Tomb of Merneit,Tomb of Merneit,,bm only,
310,E53_Place,,Tomb of Qaa,Tomb of Qaa,,bm only,
311,E53_Place,,Tomb of Semerkhet,Tomb of Semerkhet,,bm only,
312,E53_Place,tombe de Den,Tomb of Den,tombe de Den,,both datasets,
313,E53_Place,tombe de Djer,Tomb of Djer,tombe de Djer,,both datasets,
314,E53_Place,tombe de Djet,Tomb of Djet,tombe de Djet,,both datasets,
315,E53_Place,tombe de Khâsékhemouy,,tombe de Khâsékhemouy,,louvre only,
316,E53_Place,tombe de Âha,Tomb of Aha,tombe de Âha,,both datasets,
317,E53_Place,tombe M01,,tombe M01,,louvre only,
318,E53_Place,tombe M02,,tombe M02,,louvre only,
319,E53_Place,tombe M07,,tombe M07,,louvre only,
320,E53_Place,"Varsovie (Pologne), Muzeum Narodowe w Warszawie (Musée national à Varsovie), salle d'exposition",,"Varsovie (Pologne), Muzeum Narodowe w Warszawie (Musée national à Varsovie), salle d'exposition",http://www.wikidata.org/entity/Q153306,louvre only,
321,E53_Place,Égypte,Egypt,Égypte,http://www.wikidata.org/entity/Q79,both datasets,
322,E55_Type,achat,Purchase,Purchase,http://vocab.getty.edu/aat/300417642,both datasets,
323,E55_Type,achat en vente publique,,achat en vente publique,http://vocab.getty.edu/aat/300417643,louvre only,
324,E55_Type,affecté au Louvre,,affecté au Louvre,,louvre only,
325,E55_Type,ancien fonds,,ancien fonds,http://vocab.getty.edu/aat/300311913,louvre only,
326,E55_Type,bas-relief saillant,,bas-relief saillant,http://vocab.getty.edu/aat/300053623,louvre only,
327,E55_Type,,basketry,basketry,http://vocab.getty.edu/aat/300404578,bm only,
328,E55_Type,,beaten,beaten,http://vocab.getty.edu/aat/300389678,bm only,
329,E55_Type,,bent,bent,http://vocab.getty.edu/aat/300053101,bm only,
330,E55_Type,,bevelled,bevelled,http://vocab.getty.edu/aat/300053102,bm only,
331,E55_Type,,BM Number,BM Number,,bm only,
332,E55_Type,,bored,drilled,http://vocab.getty.edu/aat/300053151,bm only,
332,E55_Type,,drilled,drilled,http://vocab.getty.edu/aat/300053151,bm only,
333,E55_Type,,burnished,burnished,http://vocab.getty.edu/aat/300053869,bm only,
334,E55_Type,,carved,carved,http://vocab.getty.edu/aat/300053149,bm only,
335,E55_Type,,cast,cast,http://vocab.getty.edu/aat/300053104,bm only,
336,E55_Type,,cut,cut,http://vocab.getty.edu/aat/300053069,bm only,
337,E55_Type,Denomination,Denomination,Denomination,http://vocab.getty.edu/aat/300417208,both datasets,
338,E55_Type,dessin,,dessin,http://vocab.getty.edu/aat/300033973,louvre only,
339,E55_Type,Diamètre,,Diamètre,http://vocab.getty.edu/aat/300055624,louvre only,
340,E55_Type,don,,don,http://vocab.getty.edu/aat/300417637,louvre only,
341,E55_Type,,Donation,Donation,http://vocab.getty.edu/aat/300417638,bm only,
342,E55_Type,,dowelled,dowelled,http://vocab.getty.edu/aat/300186243,bm only,
343,E55_Type,,dyed,dyed,http://vocab.getty.edu/aat/300053049,bm only,
344,E55_Type,Encombrement,,Encombrement,http://vocab.getty.edu/aat/300266036,louvre only,
345,E55_Type,engobage,,engobage,http://vocab.getty.edu/aat/300015111,louvre only,
346,E55_Type,Epaisseur,,Epaisseur,http://vocab.getty.edu/aat/300072633,louvre only,
347,E55_Type,estampage,,estampage,http://vocab.getty.edu/aat/300103035,louvre only,
348,E55_Type,Excavation/Discovery,Excavation/Discovery,Excavation/Discovery,http://vocab.getty.edu/aat/300404386,both datasets,
349,E55_Type,,flaked,flaked,http://vocab.getty.edu/aat/300054129,bm only,
350,E55_Type,,folded,folded,http://vocab.getty.edu/aat/300247923,bm only,
351,E55_Type,,gilded,gilded,http://vocab.getty.edu/aat/300053789,bm only,
352,E55_Type,,glazed,glazed,http://vocab.getty.edu/aat/300053914,bm only,
353,E55_Type,,gold-plated,gold-plated,http://vocab.getty.edu/aat/300389933,bm only,
354,E55_Type,gravure,,gravure,http://vocab.getty.edu/aat/300053829,louvre only,
355,E55_Type,,ground,ground,http://vocab.getty.edu/aat/300053090,bm only,
356,E55_Type,,hammered,hammered,http://vocab.getty.edu/aat/300054098,bm only,
357,E55_Type,,handmade,handmade,http://vocab.getty.edu/aat/300191818,bm only,
358,E55_Type,Hauteur,,Hauteur,http://vocab.getty.edu/aat/300055644,louvre only,
359,E55_Type,,impressed,impressed,http://vocab.getty.edu/aat/300233405,bm only,
360,E55_Type,inachevé,,inachevé,http://vocab.getty.edu/aat/300221288,louvre only,
361,E55_Type,incision,incised,incision,http://vocab.getty.edu/aat/300186231,both datasets,
362,E55_Type,,inlaid,inlaid,http://vocab.getty.edu/aat/300053850,bm only,
363,E55_Type,Largeur,,Largeur,http://vocab.getty.edu/aat/300055647,louvre only,
364,E55_Type,legs sous réserve d'usufruit,Bequest,legs sous réserve d'usufruit,http://vocab.getty.edu/aat/300417641,both datasets,
365,E55_Type,Longueur,,Longueur,http://vocab.getty.edu/aat/300055645,louvre only,
366,E55_Type,,looped,looped,,bm only,
367,E55_Type,Louvre Department ID,,Louvre Department ID,,louvre only,
368,E55_Type,,Miscellaneous number,Miscellaneous number,,bm only,
369,E55_Type,,mould-made,mould-made,http://vocab.getty.edu/aat/300053134,bm only,
370,E55_Type,,painted,painted,,bm only,
371,E55_Type,partage après fouilles,,partage après fouilles,http://vocab.getty.edu/aat/300417654,louvre only,
372,E55_Type,peinture ( peinture dans les signes gravés),,peinture ( peinture dans les signes gravés),http://vocab.getty.edu/aat/300053343,louvre only,
373,E55_Type,,perforated,perforated,http://vocab.getty.edu/aat/300192586,bm only,
374,E55_Type,,pierced,pierced,http://vocab.getty.edu/aat/300231153,bm only,
375,E55_Type,,pigmented,pigmented,http://vocab.getty.edu/aat/300053498,bm only,
376,E55_Type,,polished,polished,http://vocab.getty.edu/aat/300053867,bm only,
377,E55_Type,,Previous owner/ex-collection number,Previous owner/ex-collection number,,bm only,
378,E55_Type,Previous Ownership/Excavator,Previous Ownership/Excavator,Previous Ownership/Excavator,,both datasets,
379,E55_Type,Primary Title,,Primary Title,http://vocab.getty.edu/aat/300417209,louvre only,
380,E55_Type,,punched,punched,http://vocab.getty.edu/aat/300235631,bm only,
381,E55_Type,,Registration Number,Registration Number,,bm only,
382,E55_Type,,retouched,retouched,http://vocab.getty.edu/aat/300400661,bm only,
383,E55_Type,ronde-bosse,,ronde-bosse,http://vocab.getty.edu/aat/300047264,louvre only,
384,E55_Type,,sawn,sawn,,bm only,
385,E55_Type,,scraped,scraped,http://vocab.getty.edu/aat/300053711,bm only,
386,E55_Type,,scratched,scratched,http://vocab.getty.edu/aat/300379457,bm only,
387,E55_Type,sculpture,,sculpture,http://vocab.getty.edu/aat/300047190,louvre only,
388,E55_Type,,slipped,slipped,http://vocab.getty.edu/aat/300053907,bm only,
389,E55_Type,,stained,stained,http://vocab.getty.edu/aat/300053058,bm only,
390,E55_Type,taille (sur les deux faces),,taille (sur les deux faces),,louvre only,
391,E55_Type,,undercut,undercut,http://vocab.getty.edu/aat/300242012,bm only,
392,E55_Type,,Weight,Weight,,bm only,
393,E55_Type,,wheel-made,wheel-made,,bm only,
394,E57_Material,,agate,agate,http://vocab.getty.edu/aat/300011135,bm only,
395,E57_Material,albâtre égyptien,,albâtre égyptien,http://vocab.getty.edu/aat/300011101,louvre only,
396,E57_Material,alliage cuivreux,,alliage cuivreux (?),http://vocab.getty.edu/aat/300010942,louvre only,
396,E57_Material,alliage cuivreux (?),,alliage cuivreux (?),http://vocab.getty.edu/aat/300010942,louvre only,
397,E57_Material,,andesite,andesite,http://vocab.getty.edu/aat/300011213,bm only,
398,E57_Material,,aragonite,aragonite,http://vocab.getty.edu/aat/300380466,bm only,
399,E57_Material,,arsenical copper,arsenical copper,http://vocab.getty.edu/aat/300380293,bm only,
400,E57_Material,,basalt,basalt,http://vocab.getty.edu/aat/300254696,bm only,
401,E57_Material,bois,wood,bois,http://vocab.getty.edu/aat/300011914,both datasets,
402,E57_Material,,bone,bone,http://vocab.getty.edu/aat/300011798,bm only,
403,E57_Material,,breccia,breccia,http://vocab.getty.edu/aat/300011425,bm only,
404,E57_Material,calcaire,limestone,limestone,http://vocab.getty.edu/aat/300011286,both datasets,
405,E57_Material,,calcite,calcite,http://vocab.getty.edu/aat/300011078,bm only,
406,E57_Material,,chert,chert,http://vocab.getty.edu/aat/300011141,bm only,
407,E57_Material,,clay,clay,http://vocab.getty.edu/aat/300010439,bm only,
408,E57_Material,cuivre,,cuivre (?),http://vocab.getty.edu/aat/300011020,both datasets,
408,E57_Material,cuivre (?),,cuivre (?),http://vocab.getty.edu/aat/300011020,both datasets,
408,E57_Material,,copper,cuivre (?),http://vocab.getty.edu/aat/300011020,both datasets,
409,E57_Material,,diorite,diorite,,bm only,
410,E57_Material,diorite (quartzdiorite),,diorite (quartzdiorite),http://vocab.getty.edu/aat/300011219,louvre only,
411,E57_Material,,dolomite,dolomite,http://vocab.getty.edu/aat/300209942,bm only,
412,E57_Material,,ebony,ebony,http://vocab.getty.edu/aat/300012055,bm only,
413,E57_Material,encre,,encre,http://vocab.getty.edu/aat/300015012,louvre only,
414,E57_Material,,feldspar,feldspar,http://vocab.getty.edu/aat/300011087,bm only,
415,E57_Material,fer,,fer,http://vocab.getty.edu/aat/300024861,louvre only,
416,E57_Material,,fruit,fruit,http://vocab.getty.edu/aat/300011868,bm only,
417,E57_Material,,gabbro,gabbro,http://vocab.getty.edu/aat/300011230,bm only,
418,E57_Material,,glazed composition,glazed composition,http://vocab.getty.edu/aat/300265183,bm only,
419,E57_Material,,gneiss,gneiss,http://vocab.getty.edu/aat/300011438,bm only,
420,E57_Material,,gold,gold,http://vocab.getty.edu/aat/300011021,bm only,
421,E57_Material,,granite,granite,http://vocab.getty.edu/aat/300011183,bm only,
422,E57_Material,grauwacke,,grauwacke,http://vocab.getty.edu/aat/300011391,louvre only,
423,E57_Material,,hematite,hematite,http://vocab.getty.edu/aat/300011105,bm only,
424,E57_Material,,human bone,human bone,http://vocab.getty.edu/aat/300451454,bm only,
425,E57_Material,,human tissue,human tissue,http://vocab.getty.edu/aat/300379896,bm only,
426,E57_Material,ivoire d'hippopotame,,hippo ivory,,both datasets,
426,E57_Material,ivoire d'éléphant,,elephant ivory,http://vocab.getty.edu/aat/300417720,both datasets,
426,E57_Material,ivoire,,ivory,http://vocab.getty.edu/aat/300011857,both datasets,
426,E57_Material,ivoire (?),,ivory,http://vocab.getty.edu/aat/300011857,both datasets,
426,E57_Material,,elephant ivory,elephant ivory,http://vocab.getty.edu/aat/300417720,both datasets,
426,E57_Material,,hippopotamus ivory,hippo ivory,,both datasets,
426,E57_Material,,ivory,ivory,http://vocab.getty.edu/aat/300011857,both datasets,
427,E57_Material,,lead,lead,http://vocab.getty.edu/aat/300011022,bm only,
428,E57_Material,,linen,linen,http://vocab.getty.edu/aat/300014069,bm only,
429,E57_Material,,malachite,malachite,http://vocab.getty.edu/aat/300011123,bm only,
430,E57_Material,marbre,,marble,http://vocab.getty.edu/aat/300011443,both datasets,
430,E57_Material,marbre (?),,marble,http://vocab.getty.edu/aat/300011443,both datasets,
430,E57_Material,,marble,marble,http://vocab.getty.edu/aat/300011443,both datasets,
431,E57_Material,,metasediment,metasediment,,bm only,
432,E57_Material,,mineral,mineral,http://vocab.getty.edu/aat/300011068,bm only,
433,E57_Material,,mudstone,mudstone,http://vocab.getty.edu/aat/300011280,bm only,
434,E57_Material,,ochre,ochre,http://vocab.getty.edu/aat/300152219,bm only,
435,E57_Material,,organic,organic,http://vocab.getty.edu/aat/300191632,bm only,
436,E57_Material,pierre,,pierre,http://vocab.getty.edu/aat/300011176,louvre only,
437,E57_Material,,plaster,plaster,http://vocab.getty.edu/aat/300014922,bm only,
438,E57_Material,porphyre,porphyry,porphyre,http://vocab.getty.edu/aat/300011238,both datasets,
439,E57_Material,,pottery,pottery,http://vocab.getty.edu/aat/300010666,bm only,
440,E57_Material,,quartz,quartz,http://vocab.getty.edu/aat/300011132,bm only,
441,E57_Material,,quartzite,quartzite,http://vocab.getty.edu/aat/300011623,bm only,
442,E57_Material,,reed,reed,http://vocab.getty.edu/aat/300011878,bm only,
443,E57_Material,,rock crystal,rock crystal,http://vocab.getty.edu/aat/300011152,bm only,
444,E57_Material,,sandstone,sandstone,http://vocab.getty.edu/aat/300011376,bm only,
445,E57_Material,,schist,schist,http://vocab.getty.edu/aat/300011626,bm only,
446,E57_Material,serpentinite,serpentine,serpentinite,http://vocab.getty.edu/aat/300210275,both datasets,
447,E57_Material,silex,flint,silex,http://vocab.getty.edu/aat/300011143,both datasets,
448,E57_Material,,slate,slate,http://vocab.getty.edu/aat/300011646,bm only,
449,E57_Material,,steatite,steatite,http://vocab.getty.edu/aat/300011665,bm only,
450,E57_Material,terre crue,,terre crue,http://vocab.getty.edu/aat/300404797,louvre only,
451,E57_Material,terre crue (bouchon : à l'origine),,terre crue (bouchon : à l'origine),,louvre only,
452,E57_Material,terre crue (partiellement cuite par incendie),,terre crue (partiellement cuite par incendie),,louvre only,
453,E57_Material,terre crue (semi cuite par incendie),,terre crue (semi cuite par incendie),,louvre only,
454,E57_Material,terre crue (à l'origine),,terre crue (à l'origine),,louvre only,
455,E57_Material,terre cuite,fired clay,terre cuite,http://vocab.getty.edu/aat/300010669,both datasets,
456,E57_Material,terre cuite (bouchon : cuite par le Laboratoire de Recherche des musées de France en 1967 d'après Compte-rendu de Catherine Delacour stage DAE en 1990),,terre cuite (bouchon : cuite par le Laboratoire de Recherche des musées de France en 1967 d'après Compte-rendu de Catherine Delacour stage DAE en 1990),,louvre only,
457,E57_Material,terre cuite (couvercle),,terre cuite (couvercle),,louvre only,
458,E57_Material,terre cuite (crue à l'origine),,terre cuite (crue à l'origine),,louvre only,
459,E57_Material,terre cuite (cuite par le Laboratoire de Recherche des musées de France en 1967 d'après Compte-rendu de Catherine Delacour stage DAE en 1990),,terre cuite (cuite par le Laboratoire de Recherche des musées de France en 1967 d'après Compte-rendu de Catherine Delacour stage DAE en 1990),,louvre only,
460,E57_Material,,volcanic ash,volcanic ash,,bm only,
