Image,Object type,Museum number,Description,Authority,Culture,Production date,Find spot,Materials,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Subjects,Assoc name,Acq name (acq),Acq name (excavator),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/1a6145bb_2dca_4e9a_924c_a3b9016042b2/preview_00229282_001.jpg,scraper (object name),No: Optional[EA68784],"Rectangular double-end scraper: of brown flint, roughly chipped at the ends. The cutting edges are slightly convex.; ",,1st Dynasty,,Excavated/Findspot: Tarkhan,flint,flaked,5.50 centimetres max ;  2.40 centimetres max ; ,,"Bibliography: 
For grave 2053, see W. M. F. Petrie, 'Tarkhan' II (London, 1914), 6 and pl. XLIII.",Spencer 1980 / Early Dynastic Objects,Not on display,,,"Donated by: British School of Archaeology, Egypt",,1913,,,Egypt and Sudan,EA68784,"1913,1027.19",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/be5e844b_8c89_4339_b24d_a3b901604d19/preview_00229287_001.jpg,scraper (object name),No: Optional[EA68786],"Rectangular double-end scraper: made from a thin flake of brown flint, chipped at the ends. Cutting edges slightly convex.; ",,1st Dynasty,,Excavated/Findspot: Tarkhan,flint,flaked,5.70 centimetres max ;  2.10 centimetres max ; ,,"Bibliography: 
For grave 2053, see W. M. F. Petrie, 'Tarkhan' II (London, 1914), 6 and pl. XLIII.",Spencer 1980 / Early Dynastic Objects,Not on display,,,"Donated by: British School of Archaeology, Egypt",,1913,,,Egypt and Sudan,EA68786,"1913,1027.21",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/8dd126a2_4be6_4ec1_92c6_a3b901604744/preview_00229192_001.jpg,scraper (object name),No: Optional[EA68733],Rectangular double-end scraper: of pale brown flint with convex cutting edges. Each end has been carefully sharpened by chipping.; ,,1st Dynasty,,Excavated/Findspot: Abydos,flint,flaked,5.60 centimetres;  2.80 centimetres; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68733,"1900,1005.46",
,scraper (object name),No: Optional[EA68748],"Flake of brown flint: chipped into a rectangular form, carefully flaked at each end to create a double-end scraper.; ",,1st Dynasty,,Excavated/Findspot: Umm el-Qaab (Abydos),flint,flaked,5.50 centimetres;  2.30 centimetres max ; ,,"See W. M. F. Petrie, 'Abydos' I (London, 1902), 8, pl.XIV, pl.XV.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68748,"1901,1028.11",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/b53ae1da_dcd8_43fc_9792_a3b90160365b/preview_00229232_001.jpg,scraper (object name),No: Optional[EA68747],Thin flake of brown flint: with a median ridge down the upper surface. No attempt has been made to sharpen the edges.; ,,1st Dynasty; 2nd Dynasty,,Excavated/Findspot: Umm el-Qaab (Abydos),flint,,6.00 centimetres;  3.10 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68747,"1901,1028.10",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/ae0a742e_ed9e_4439_80b2_a3b9015feaf7/preview_00229151_001.jpg,scraper (object name),No: Optional[EA68705],Rectangular double-end scraper: of brown flint with roughly chipped ends.; ,,1st Dynasty,,Excavated/Findspot: Tomb of Den,flint,flaked,6.20 centimetres max ;  2.10 centimetres max ; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 8, pl.XIV, group marked T, third from top.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68705,"1900,1005.18",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/caa11d94_7c33_41c9_b295_a3b9015fcf61/preview_00229135_001.jpg,scraper (object name),No: Optional[EA68691],"Rectangular double-end scraper: of brown flint, carefully chipped at each end. The cutting edges are convex.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djet,flint,flaked,6.90 centimetres max ;  3.70 centimetres max ; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 8, pl.XIV, group marked Z, eleventh from top.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68691,"1900,1005.4",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/d63994ad_e0f9_4372_9ee0_a3b9015fdd75/preview_00229142_001.jpg,scraper (object name),No: Optional[EA68697],Unifacial triangular scraper of pale brown flint: roughly chipped along each edge. Slight bulb of percussion present.; ,,1st Dynasty,,Excavated/Findspot: Tomb of Merneit,flint,flaked,8.60 centimetres max ;  5.60 centimetres max ; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 8, pl.XIV, group marked Y, eleventh from top.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68697,"1900,1005.10",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/d0d9585d_951d_4952_929a_a3b9015fd312/preview_00229137_001.jpg,scraper (object name),No: Optional[EA68693],"Rectangular double-end scraper: of brown flint, very roughly chipped at the ends. Cutting edges are straight.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djet,flint,flaked,5.90 centimetres max ;  1.60 centimetres max ; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 8, pl.XIV, group marked Z, fifth from top",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68693,"1900,1005.6",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/cb8953d9_a1a8_4d43_8737_a3b901602c2d/preview_00229181_001.jpg,scraper (object name),No: Optional[EA68727],"Rectangular double-end scraper: of brown flint, roughly chipped at the ends. The cutting edges are slightly convex.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Qaa,flint,flaked,5.80 centimetres;  1.80 centimetres max ; ,,"See W. M. F. Petrie, 'Abydos' I (London, 1902), pl.XV, group marked Q.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68727,"1900,1005.40",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/ce0f0300_3608_4c74_8ec7_a3b9015fc09c/preview_00229085_001.jpg,scraper (object name),No: Optional[EA68128],"Unifacial oval scraper: of black flint, roughly chipped round the edge. The worked surface bears a large patch of grey crust.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,6.00 centimetres max ;  5.10 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68128,"1971,0227.62",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/2583ea30_4c72_4acf_9e38_a3b9015f87e1/preview_00229052_001.jpg,scraper (object name),No: Optional[EA68092],Rectangular double-end scraper of brown flint: with a coating of white crust at one end. The ends and part of one side have been roughly chipped.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,5.50 centimetres;  2.20 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68092,"1971,0227.25",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/790b5461_d960_4632_9a0d_a3b9015f89d6/preview_00229053_001.jpg,scraper (object name),No: Optional[EA68093],"Narrow double-end scraper: of rectangular form, made from a thick flake of pale brown flint. The cutting edges are very slightly convex and have been roughly chipped. There are traces of white crust at one end.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,6.30 centimetres;  1.60 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68093,"1971,0227.26",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/bf62e7fd_f398_47a7_b853_a3b9015f8375/preview_00229101_001.jpg,scraper (object name),No: Optional[EA68139],"Heavy oval scraper: of brown flint, roughly chipped around the edge. The worked surface bears a patch of white crust.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,9.90 centimetres;  5.50 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68139,"1971,0227.73",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/1078fcc3_7890_49e8_ab21_a3b9015f9a33/preview_00229065_001.jpg,scraper (object name),No: Optional[EA68106],"Unifacial triangular scraper: of black flint, roughly chipped round the edges.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,6.60 centimetres;  4.80 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68106,"1971,0227.40",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/85ef4c2f_86bf_4c16_ac1c_a3b9015f84ae/preview_00229049_001.jpg,scraper (object name),No: Optional[EA68089],"Rectangular double-end scraper: of brown flint, with only one end properly sharpened.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,5.70 centimetres;  1.50 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,,1971,,,Egypt and Sudan,EA68089,"1971,0227.22",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/d4118d87_9bd4_48b0_b570_a3b9015fcbc2/preview_00229133_001.jpg,scraper (object name),No: Optional[EA68288],"Rectangular double-end scraper: of dark brown flint, slightly broken along one of the cutting edges. Both ends had been carefully chipped and the preserved edge is slightly convex.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.80 centimetres;  3.00 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68288,"1971,0227.31",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/9f2b2bb2_56f5_4712_b52a_a3b9015f6870/preview_00229088_001.jpg,scraper (object name),No: Optional[EA68131],"Unifacial oval scraper: of brown flint,  roughly chipped round the edge. The worked surface bears a strip of white crust along one side.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,8.80 centimetres max ;  6.50 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68131,"1971,0227.65",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/88af4b36_5165_46d8_8a13_a3b9015fa61a/preview_00229071_001.jpg,scraper (object name),No: Optional[EA68115],"Unifacial triangular scraper: of brown flint, chipped all round the edges.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.20 centimetres;  4.10 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68115,"1971,0227.49",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/7a4534fc_da1a_47ab_9b84_a3b9015f70cf/preview_00229092_001.jpg,scraper (object name),No: Optional[EA68132],"Unifacial triangular scraper: of dark brown flint, chipped along each edge. There is a large bulb of percussion at the butt.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.80 centimetres max ;  6.40 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68132,"1971,0227.66",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/88e8ce2e_4b23_4470_ae84_a3b9015fc9ea/preview_00229132_001.jpg,scraper (object name),No: Optional[EA68144],"Unifacial scraper: of irregular shape, made from a narrow flake of dark brown flint. The worked surface has been flaked and retouched along one edge. Near the base of the flake there is a patch of pale brown crust.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked; retouched,9.50 centimetres;  3.90 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68144,"1971,0227.78",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/4d8389e4_b121_4182_8f6b_a3b9015fa7d6/preview_00229072_001.jpg,scraper (object name),No: Optional[EA68114],"Unifacial scraper: of roughly oval shape, made from a thick flake of dark brown flint. Two edges have been sharpened by chipping.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,8.10 centimetres;  5.10 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68114,"1971,0227.48",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/a59abfa4_2d82_4d2f_8de7_a3b9015f93f7/preview_00229061_001.jpg,scraper (object name),No: Optional[EA68101],Unifacial oval scraper: carefully sharpened round the entire perimeter. Brown mottled flint.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,6.80 centimetres;  4.30 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68101,"1971,0227.35",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/af59447f_a2c9_4a3a_bf51_a3b9015fb976/preview_00229081_001.jpg,scraper (object name),No: Optional[EA68123],"Unifacial triangular scraper: of dark brown flint, chipped along two edges. There is a distinct bulb of percussion at the butt.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,6.80 centimetres max ;  4.90 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68123,"1971,0227.57",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/fd33fb7a_b627_45dc_a1c4_a3b9015facd4/preview_00229074_001.jpg,scraper (object name),No: Optional[EA68113],"Unifacial scraper: of roughly triangular shape, chipped along two edges. The unsharpened edge has a coat of white crust. Dark brown flint.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,6.40 centimetres;  5.30 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68113,"1971,0227.47",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/676c5ca6_13ac_4dcd_9f23_a3b9015f7fdb/preview_00229046_001.jpg,scraper (object name),No: Optional[EA68086],Thick flake of brown flint: made into a double-end scraper by rough chipping at each end.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,6.50 centimetres;  2.00 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68086,"1971,0227.19",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/e74dad51_76ae_4dd3_b098_a3b9015fa474/preview_00229070_001.jpg,scraper (object name),No: Optional[EA68116],"Unifacial oval scraper: of brown striped flint, chipped round the edge. The worked surface bears a large coating of white crust.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.60 centimetres max ;  5.90 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68116,"1971,0227.50",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/09a9c9af_8465_48d2_a9d4_a3b9015fb5b2/preview_00229079_001.jpg,scraper (object name),No: Optional[EA68122],Unifacial scraper of irregular shape: made from a thick flake of dark brown flint. The edges have been roughly chipped.; ,,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,8.00 centimetres max ;  5.40 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68122,"1971,0227.56",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/1a037898_32d3_4a96_a91f_a3b9015f816d/preview_00229047_001.jpg,scraper (object name),No: Optional[EA68087],"Rectangular double-end scraper: of brown flint, with a patch of white crust on one side. Roughly chipped at the ends.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,5.70 centimetres;  1.50 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68087,"1971,0227.20",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/ca0ecead_07e8_4cfd_866a_a3b9015fbb0d/preview_00229082_001.jpg,scraper (object name),No: Optional[EA68124],"Unifacial oval scraper: of black flint, partly broken at the edge. The preserved part of the cutting edge has been sharpened by chipping.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.20 centimetres max ;  4.60 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68124,"1971,0227.58",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/ef282ab2_0f6a_4ca8_832a_a3b9015f8528/preview_00229102_001.jpg,scraper (object name),No: Optional[EA68140],"Unifacial oval scraper: of black flint, completely covered by crust on the worked face. Chipped very slightly round the edge. The bulb of percussion at the butt is large and distinct.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.60 centimetres max ;  4.40 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68140,"1971,0227.74",
,scraper (object name),No: Optional[EA68125],"One of three pieces of an oval scraper, found separately and now rejoined: the scraper was made from a thick flake of dark brown flint, flaked all over one side and retouched along the edges. During manufacture, a large flake separated itself from the butt, carrying with it part of the sharpened edge, and a smaller flake became detached from the worked surface of the implement. The reconstituted scraper has a large bulb of percussion at the butt.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked; retouched,4.00 centimetres max ;  3.30 centimetres max ; ,,"Attached to 1971,0277.46 & 1971,0277.69.
A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68125,"1971,0227.59",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/756bedfe_9602_45bc_b4f9_a3b9015f97e5/preview_00229063_001.jpg,scraper (object name),No: Optional[EA68105],"Unifacial triangular scraper: of black flint, with a coating of dull grey crust on the worked face. The edges have been roughly chipped.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.00 centimetres;  4.10 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68105,"1971,0227.39",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/b9cf0098_5c77_4b55_96bc_a3b9015f9066/preview_00229059_001.jpg,scraper (object name),No: Optional[EA68098],Narrow scraper of brown flint: broken at one end. The edges have not been retouched.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,6.50 centimetres;  2.80 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68098,"1971,0227.32",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/80660e10_21b7_4894_b9cd_a3b9015f8d09/preview_00229056_001.jpg,scraper (object name),No: Optional[EA68096],"Unifacial oval scraper: of brown flint, with a median ridge and a patch of white crust on the upper surface. Slightly chipped round part of the edge, amounting to less than half the total perimeter.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,6.80 centimetres;  5.10 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68096,"1971,0227.29",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/c1ebc9a2_6d23_4bde_9b7d_a3b9015fa292/preview_00229069_001.jpg,scraper (object name),No: Optional[EA68117],"Unifacial scraper: of rough triangular form, very slightly chipped round the edges. The worked surface bears a large coating of white crust.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.10 centimetres max ;  4.40 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68117,"1971,0227.51",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/7c1f3e9e_27d6_4042_82da_a3b9015f6e37/preview_00229036_001.jpg,scraper (object name),No: Optional[EA68069],Irregular scraper of brown striped flint: chipped around the edge except for a small section at the butt. A patch of pale brown crust remains on the upper surface. Worked from one side only.; ,,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,7.30 centimetres;  4.90 centimetres max ; ,,"A list of the types of flint implements found in tomb 3505 is given in W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 14-15, but it is so abbreviated as to be of little use.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68069,"1971,0227.2",
